 3
reading data..
reading trainig data from : pendigits_training.txt
reading test data from : pendigits_test.txt
handling NNC with K:3
test_object =     0, predicted_class =   8, true_class =   8, nn =   270, distance =    0.75, accuracy = 1.00
test_object =   789, predicted_class =   7, true_class =   7, nn =  5265, distance =    1.03, accuracy = 1.00
test_object =   790, predicted_class =   6, true_class =   6, nn =  4375, distance =    0.68, accuracy = 1.00
test_object =   791, predicted_class =   6, true_class =   6, nn =  2029, distance =    0.50, accuracy = 1.00
test_object =   792, predicted_class =   6, true_class =   6, nn =  7093, distance =    0.60, accuracy = 1.00
test_object =   793, predicted_class =   6, true_class =   6, nn =   133, distance =    0.68, accuracy = 1.00
test_object =   794, predicted_class =   8, true_class =   8, nn =  1837, distance =    1.12, accuracy = 1.00
test_object =   795, predicted_class =   8, true_class =   8, nn =  3827, distance =    0.81, accuracy = 1.00
test_object =   796, predicted_class =   1, true_class =   1, nn =  2576, distance =    1.76, accuracy = 1.00
test_object =   797, predicted_class =   2, true_class =   2, nn =  1039, distance =    0.53, accuracy = 1.00
test_object =   798, predicted_class =   8, true_class =   8, nn =  2100, distance =    0.71, accuracy = 1.00
test_object =   799, predicted_class =   5, true_class =   5, nn =  6238, distance =    0.83, accuracy = 1.00
test_object =   800, predicted_class =   9, true_class =   9, nn =  3897, distance =    1.46, accuracy = 1.00
test_object =   801, predicted_class =   9, true_class =   9, nn =  4600, distance =    0.68, accuracy = 1.00
test_object =   802, predicted_class =   6, true_class =   6, nn =  4675, distance =    0.74, accuracy = 1.00
test_object =   803, predicted_class =   8, true_class =   8, nn =  1129, distance =    1.44, accuracy = 1.00
test_object =   804, predicted_class =   4, true_class =   4, nn =  3693, distance =    0.71, accuracy = 1.00
test_object =   805, predicted_class =   4, true_class =   4, nn =  5334, distance =    0.44, accuracy = 1.00
test_object =   806, predicted_class =   4, true_class =   4, nn =  2558, distance =    0.85, accuracy = 1.00
test_object =   807, predicted_class =   5, true_class =   5, nn =  5083, distance =    0.66, accuracy = 1.00
test_object =   808, predicted_class =   3, true_class =   3, nn =  3634, distance =    0.70, accuracy = 1.00
test_object =   809, predicted_class =   5, true_class =   5, nn =  7442, distance =    0.57, accuracy = 1.00
test_object =   810, predicted_class =   7, true_class =   7, nn =  1781, distance =    0.97, accuracy = 1.00
test_object =   811, predicted_class =   6, true_class =   6, nn =  4182, distance =    0.65, accuracy = 1.00
test_object =   812, predicted_class =   5, true_class =   5, nn =  1995, distance =    1.06, accuracy = 1.00
test_object =   813, predicted_class =   3, true_class =   3, nn =  2908, distance =    0.66, accuracy = 1.00
test_object =   814, predicted_class =   4, true_class =   4, nn =  5145, distance =    1.21, accuracy = 1.00
test_object =   815, predicted_class =   5, true_class =   5, nn =   827, distance =    0.78, accuracy = 1.00
test_object =   816, predicted_class =   8, true_class =   8, nn =  2291, distance =    0.75, accuracy = 1.00
test_object =   817, predicted_class =   3, true_class =   3, nn =  2148, distance =    0.47, accuracy = 1.00
test_object =   818, predicted_class =   9, true_class =   9, nn =  3886, distance =    0.79, accuracy = 1.00
test_object =   819, predicted_class =   8, true_class =   8, nn =  4602, distance =    0.85, accuracy = 1.00
test_object =   820, predicted_class =   2, true_class =   2, nn =  1942, distance =    0.60, accuracy = 1.00
test_object =   821, predicted_class =   5, true_class =   5, nn =  6306, distance =    1.21, accuracy = 1.00
test_object =   822, predicted_class =   1, true_class =   1, nn =  5719, distance =    0.45, accuracy = 1.00
test_object =   823, predicted_class =   0, true_class =   0, nn =   391, distance =    1.73, accuracy = 1.00
test_object =   824, predicted_class =   9, true_class =   9, nn =  1941, distance =    1.12, accuracy = 1.00
test_object =   825, predicted_class =   1, true_class =   1, nn =  4111, distance =    0.60, accuracy = 1.00
test_object =   826, predicted_class =   5, true_class =   5, nn =  5626, distance =    0.80, accuracy = 1.00
test_object =   827, predicted_class =   2, true_class =   2, nn =  3001, distance =    0.71, accuracy = 1.00
test_object =   828, predicted_class =   5, true_class =   5, nn =   116, distance =    0.62, accuracy = 1.00
test_object =   829, predicted_class =   9, true_class =   9, nn =  2358, distance =    1.77, accuracy = 1.00
test_object =   830, predicted_class =   7, true_class =   7, nn =  6598, distance =    1.02, accuracy = 1.00
test_object =   831, predicted_class =   1, true_class =   1, nn =  3203, distance =    0.78, accuracy = 1.00
test_object =   832, predicted_class =   2, true_class =   2, nn =   577, distance =    0.93, accuracy = 1.00
test_object =   833, predicted_class =   1, true_class =   1, nn =  6017, distance =    0.35, accuracy = 1.00
test_object =   834, predicted_class =   6, true_class =   6, nn =  2127, distance =    0.42, accuracy = 1.00
test_object =   835, predicted_class =   7, true_class =   7, nn =  1055, distance =    0.62, accuracy = 1.00
test_object =   836, predicted_class =   0, true_class =   0, nn =  5936, distance =    0.38, accuracy = 1.00
test_object =   837, predicted_class =   5, true_class =   5, nn =  1242, distance =    0.70, accuracy = 1.00
test_object =   838, predicted_class =   2, true_class =   2, nn =  6544, distance =    0.69, accuracy = 1.00
test_object =   839, predicted_class =   6, true_class =   6, nn =  5819, distance =    0.63, accuracy = 1.00
test_object =   840, predicted_class =   0, true_class =   0, nn =  7305, distance =    0.66, accuracy = 1.00
test_object =   841, predicted_class =   8, true_class =   8, nn =  6497, distance =    1.05, accuracy = 1.00
test_object =   842, predicted_class =   1, true_class =   7, nn =   363, distance =    1.64, accuracy = 0.00
test_object =   843, predicted_class =   5, true_class =   5, nn =   130, distance =    0.64, accuracy = 1.00
test_object =   844, predicted_class =   5, true_class =   5, nn =  2038, distance =    0.74, accuracy = 1.00
test_object =   845, predicted_class =   7, true_class =   7, nn =  3397, distance =    0.80, accuracy = 1.00
test_object =   846, predicted_class =   3, true_class =   3, nn =  2389, distance =    0.68, accuracy = 1.00
test_object =   847, predicted_class =   9, true_class =   9, nn =  4594, distance =    0.76, accuracy = 1.00
test_object =   848, predicted_class =   9, true_class =   9, nn =  7200, distance =    1.10, accuracy = 1.00
test_object =   849, predicted_class =   1, true_class =   1, nn =  1748, distance =    0.66, accuracy = 1.00
test_object =   850, predicted_class =   9, true_class =   9, nn =  7487, distance =    1.13, accuracy = 1.00
test_object =   851, predicted_class =   2, true_class =   2, nn =  1779, distance =    0.39, accuracy = 1.00
test_object =   852, predicted_class =   3, true_class =   3, nn =  1013, distance =    0.53, accuracy = 1.00
test_object =   853, predicted_class =   0, true_class =   0, nn =  4863, distance =    1.02, accuracy = 1.00
test_object =   854, predicted_class =   5, true_class =   5, nn =  3317, distance =    1.02, accuracy = 1.00
test_object =   855, predicted_class =   0, true_class =   0, nn =  4693, distance =    0.45, accuracy = 1.00
test_object =   856, predicted_class =   0, true_class =   0, nn =  1459, distance =    0.99, accuracy = 1.00
test_object =   857, predicted_class =   7, true_class =   7, nn =  1931, distance =    0.91, accuracy = 1.00
test_object =   858, predicted_class =   2, true_class =   2, nn =  1779, distance =    0.63, accuracy = 1.00
test_object =   859, predicted_class =   3, true_class =   3, nn =  4205, distance =    0.65, accuracy = 1.00
test_object =   860, predicted_class =   1, true_class =   1, nn =   594, distance =    0.45, accuracy = 1.00
test_object =   861, predicted_class =   6, true_class =   6, nn =  1144, distance =    0.81, accuracy = 1.00
test_object =   862, predicted_class =   6, true_class =   6, nn =   329, distance =    1.36, accuracy = 1.00
test_object =   863, predicted_class =   6, true_class =   6, nn =  3630, distance =    0.85, accuracy = 1.00
test_object =   864, predicted_class =   1, true_class =   1, nn =  5306, distance =    0.83, accuracy = 1.00
test_object =   865, predicted_class =   0, true_class =   0, nn =  1298, distance =    1.04, accuracy = 1.00
test_object =   866, predicted_class =   7, true_class =   7, nn =  3354, distance =    0.56, accuracy = 1.00
test_object =   867, predicted_class =   1, true_class =   1, nn =  4389, distance =    0.95, accuracy = 1.00
test_object =   868, predicted_class =   5, true_class =   5, nn =   593, distance =    1.41, accuracy = 1.00
test_object =   869, predicted_class =   4, true_class =   4, nn =  4948, distance =    0.82, accuracy = 1.00
test_object =   870, predicted_class =   3, true_class =   3, nn =  3688, distance =    0.61, accuracy = 1.00
test_object =   871, predicted_class =   9, true_class =   9, nn =  4046, distance =    2.04, accuracy = 1.00
test_object =   872, predicted_class =   3, true_class =   3, nn =  5042, distance =    0.70, accuracy = 1.00
test_object =   873, predicted_class =   5, true_class =   5, nn =  2149, distance =    0.81, accuracy = 1.00
test_object =   874, predicted_class =   9, true_class =   9, nn =  5900, distance =    0.89, accuracy = 1.00
test_object =   875, predicted_class =   4, true_class =   4, nn =  3045, distance =    0.90, accuracy = 1.00
test_object =   876, predicted_class =   8, true_class =   8, nn =  1701, distance =    0.86, accuracy = 1.00
test_object =   877, predicted_class =   2, true_class =   2, nn =    18, distance =    0.47, accuracy = 1.00
test_object =   878, predicted_class =   2, true_class =   2, nn =  5088, distance =    0.53, accuracy = 1.00
test_object =   879, predicted_class =   2, true_class =   2, nn =  6969, distance =    0.76, accuracy = 1.00
test_object =   880, predicted_class =   9, true_class =   9, nn =  2971, distance =    1.50, accuracy = 1.00
test_object =   881, predicted_class =   5, true_class =   5, nn =  5910, distance =    0.70, accuracy = 1.00
test_object =   882, predicted_class =   7, true_class =   7, nn =  6891, distance =    2.10, accuracy = 1.00
test_object =   883, predicted_class =   5, true_class =   5, nn =  6581, distance =    0.84, accuracy = 1.00
test_object =   884, predicted_class =   5, true_class =   5, nn =  2060, distance =    0.88, accuracy = 1.00
test_object =   885, predicted_class =   0, true_class =   0, nn =  1777, distance =    0.72, accuracy = 1.00
test_object =   886, predicted_class =   2, true_class =   2, nn =  3188, distance =    0.81, accuracy = 1.00
test_object =   887, predicted_class =   9, true_class =   9, nn =  3782, distance =    0.87, accuracy = 1.00
test_object =   888, predicted_class =   4, true_class =   4, nn =  5510, distance =    0.81, accuracy = 1.00
test_object =   889, predicted_class =   2, true_class =   2, nn =  5390, distance =    0.41, accuracy = 1.00
test_object =   890, predicted_class =   8, true_class =   8, nn =  7058, distance =    0.80, accuracy = 1.00
test_object =   891, predicted_class =   8, true_class =   8, nn =  5881, distance =    0.80, accuracy = 1.00
test_object =   892, predicted_class =   1, true_class =   7, nn =  1155, distance =    1.74, accuracy = 0.00
test_object =   893, predicted_class =   0, true_class =   0, nn =  3824, distance =    1.88, accuracy = 1.00
test_object =   894, predicted_class =   8, true_class =   8, nn =  7226, distance =    0.83, accuracy = 1.00
test_object =   895, predicted_class =   1, true_class =   1, nn =  7447, distance =    0.93, accuracy = 1.00
test_object =   896, predicted_class =   1, true_class =   1, nn =  2258, distance =    0.48, accuracy = 1.00
test_object =   897, predicted_class =   3, true_class =   3, nn =  5942, distance =    0.53, accuracy = 1.00
test_object =   898, predicted_class =   9, true_class =   9, nn =  7137, distance =    1.68, accuracy = 1.00
test_object =   899, predicted_class =   2, true_class =   2, nn =  7043, distance =    0.46, accuracy = 1.00
test_object =   900, predicted_class =   0, true_class =   0, nn =   813, distance =    1.38, accuracy = 1.00
test_object =   901, predicted_class =   4, true_class =   4, nn =  6978, distance =    0.96, accuracy = 1.00
test_object =   902, predicted_class =   4, true_class =   4, nn =  3103, distance =    0.81, accuracy = 1.00
test_object =   903, predicted_class =   3, true_class =   3, nn =   295, distance =    0.43, accuracy = 1.00
test_object =   904, predicted_class =   1, true_class =   1, nn =  6017, distance =    0.49, accuracy = 1.00
test_object =   905, predicted_class =   8, true_class =   8, nn =  2932, distance =    0.91, accuracy = 1.00
test_object =   906, predicted_class =   5, true_class =   5, nn =  6122, distance =    0.74, accuracy = 1.00
test_object =   907, predicted_class =   4, true_class =   4, nn =  7490, distance =    1.16, accuracy = 1.00
test_object =   908, predicted_class =   5, true_class =   5, nn =  2642, distance =    0.92, accuracy = 1.00
test_object =   909, predicted_class =   2, true_class =   2, nn =  5997, distance =    0.71, accuracy = 1.00
test_object =   910, predicted_class =   8, true_class =   8, nn =   902, distance =    1.17, accuracy = 1.00
test_object =   911, predicted_class =   3, true_class =   3, nn =  6409, distance =    0.49, accuracy = 1.00
test_object =   912, predicted_class =   8, true_class =   8, nn =  6692, distance =    1.34, accuracy = 1.00
test_object =   913, predicted_class =   2, true_class =   2, nn =  4626, distance =    1.00, accuracy = 1.00
test_object =   914, predicted_class =   3, true_class =   3, nn =  4543, distance =    0.79, accuracy = 1.00
test_object =   915, predicted_class =   1, true_class =   1, nn =   792, distance =    0.52, accuracy = 1.00
test_object =   916, predicted_class =   3, true_class =   3, nn =  2164, distance =    0.61, accuracy = 1.00
test_object =   917, predicted_class =   1, true_class =   1, nn =  1448, distance =    0.67, accuracy = 1.00
test_object =   918, predicted_class =   0, true_class =   0, nn =  4410, distance =    0.86, accuracy = 1.00
test_object =   919, predicted_class =   4, true_class =   4, nn =  6944, distance =    0.86, accuracy = 1.00
test_object =   920, predicted_class =   8, true_class =   8, nn =    23, distance =    1.03, accuracy = 1.00
test_object =   921, predicted_class =   8, true_class =   8, nn =  6333, distance =    1.74, accuracy = 1.00
test_object =   922, predicted_class =   0, true_class =   0, nn =  4693, distance =    0.56, accuracy = 1.00
test_object =   923, predicted_class =   6, true_class =   6, nn =   251, distance =    0.79, accuracy = 1.00
test_object =   924, predicted_class =   0, true_class =   0, nn =  3824, distance =    1.00, accuracy = 1.00
test_object =   925, predicted_class =   8, true_class =   8, nn =  6441, distance =    0.93, accuracy = 1.00
test_object =   926, predicted_class =   0, true_class =   0, nn =  2103, distance =    0.54, accuracy = 1.00
test_object =   927, predicted_class =   3, true_class =   3, nn =  3853, distance =    0.75, accuracy = 1.00
test_object =   928, predicted_class =   3, true_class =   3, nn =  4233, distance =    0.47, accuracy = 1.00
test_object =   929, predicted_class =   4, true_class =   4, nn =  6107, distance =    0.75, accuracy = 1.00
test_object =   930, predicted_class =   4, true_class =   4, nn =  6599, distance =    0.65, accuracy = 1.00
test_object =   931, predicted_class =   0, true_class =   0, nn =   104, distance =    0.63, accuracy = 1.00
test_object =   932, predicted_class =   6, true_class =   6, nn =  7111, distance =    0.96, accuracy = 1.00
test_object =   933, predicted_class =   2, true_class =   2, nn =  3706, distance =    0.67, accuracy = 1.00
test_object =   934, predicted_class =   3, true_class =   3, nn =  4959, distance =    0.78, accuracy = 1.00
test_object =   935, predicted_class =   1, true_class =   1, nn =  4146, distance =    0.44, accuracy = 1.00
test_object =   936, predicted_class =   3, true_class =   3, nn =  3853, distance =    0.86, accuracy = 1.00
test_object =   937, predicted_class =   3, true_class =   3, nn =  6572, distance =    0.61, accuracy = 1.00
test_object =   938, predicted_class =   1, true_class =   1, nn =  4908, distance =    0.73, accuracy = 1.00
test_object =   939, predicted_class =   2, true_class =   2, nn =  7136, distance =    0.62, accuracy = 1.00
test_object =   940, predicted_class =   5, true_class =   5, nn =   937, distance =    1.24, accuracy = 1.00
test_object =   941, predicted_class =   9, true_class =   9, nn =  1063, distance =    1.34, accuracy = 1.00
test_object =   942, predicted_class =   1, true_class =   1, nn =   672, distance =    1.14, accuracy = 1.00
test_object =   943, predicted_class =   1, true_class =   1, nn =  2784, distance =    1.33, accuracy = 1.00
test_object =   944, predicted_class =   4, true_class =   4, nn =  5276, distance =    0.34, accuracy = 1.00
test_object =   945, predicted_class =   2, true_class =   1, nn =  5335, distance =    0.54, accuracy = 0.00
test_object =   946, predicted_class =   8, true_class =   8, nn =   572, distance =    1.07, accuracy = 1.00
test_object =   947, predicted_class =   9, true_class =   9, nn =  3641, distance =    1.17, accuracy = 1.00
test_object =   948, predicted_class =   4, true_class =   4, nn =  4161, distance =    1.17, accuracy = 1.00
test_object =   949, predicted_class =   1, true_class =   1, nn =   213, distance =    0.70, accuracy = 1.00
test_object =   950, predicted_class =   8, true_class =   8, nn =  1129, distance =    1.24, accuracy = 1.00
test_object =   951, predicted_class =   4, true_class =   4, nn =  4679, distance =    0.51, accuracy = 1.00
test_object =   952, predicted_class =   1, true_class =   1, nn =  2964, distance =    0.52, accuracy = 1.00
test_object =   953, predicted_class =   7, true_class =   7, nn =  3002, distance =    0.82, accuracy = 1.00
test_object =   954, predicted_class =   0, true_class =   0, nn =    95, distance =    0.83, accuracy = 1.00
test_object =   955, predicted_class =   3, true_class =   3, nn =   498, distance =    0.98, accuracy = 1.00
test_object =   956, predicted_class =   1, true_class =   1, nn =   832, distance =    0.46, accuracy = 1.00
test_object =   957, predicted_class =   6, true_class =   6, nn =  5813, distance =    0.39, accuracy = 1.00
test_object =   958, predicted_class =   5, true_class =   5, nn =  3943, distance =    0.74, accuracy = 1.00
test_object =   959, predicted_class =   8, true_class =   8, nn =  6329, distance =    1.12, accuracy = 1.00
test_object =   960, predicted_class =   2, true_class =   2, nn =  3001, distance =    0.47, accuracy = 1.00
test_object =   961, predicted_class =   4, true_class =   4, nn =  6732, distance =    0.87, accuracy = 1.00
test_object =   962, predicted_class =   4, true_class =   4, nn =  2836, distance =    0.68, accuracy = 1.00
test_object =   963, predicted_class =   9, true_class =   9, nn =  3730, distance =    1.16, accuracy = 1.00
test_object =   964, predicted_class =   6, true_class =   6, nn =  4739, distance =    0.50, accuracy = 1.00
test_object =   965, predicted_class =   7, true_class =   7, nn =  3964, distance =    1.09, accuracy = 1.00
test_object =   966, predicted_class =   8, true_class =   8, nn =  5943, distance =    1.43, accuracy = 1.00
test_object =   967, predicted_class =   2, true_class =   2, nn =   664, distance =    0.75, accuracy = 1.00
test_object =   968, predicted_class =   2, true_class =   2, nn =  6212, distance =    0.68, accuracy = 1.00
test_object =   969, predicted_class =   9, true_class =   9, nn =  4694, distance =    0.98, accuracy = 1.00
test_object =   970, predicted_class =   2, true_class =   2, nn =  5325, distance =    0.37, accuracy = 1.00
test_object =   971, predicted_class =   2, true_class =   2, nn =  2612, distance =    0.73, accuracy = 1.00
test_object =   972, predicted_class =   8, true_class =   8, nn =   538, distance =    1.05, accuracy = 1.00
test_object =   973, predicted_class =   2, true_class =   2, nn =   517, distance =    0.61, accuracy = 1.00
test_object =   974, predicted_class =   9, true_class =   9, nn =  2971, distance =    1.21, accuracy = 1.00
test_object =   975, predicted_class =   1, true_class =   1, nn =  2046, distance =    0.73, accuracy = 1.00
test_object =   976, predicted_class =   7, true_class =   5, nn =  2634, distance =    1.63, accuracy = 0.00
test_object =   977, predicted_class =   8, true_class =   8, nn =  4158, distance =    1.07, accuracy = 1.00
test_object =   978, predicted_class =   1, true_class =   1, nn =  6465, distance =    0.72, accuracy = 1.00
test_object =   979, predicted_class =   8, true_class =   8, nn =  4576, distance =    1.06, accuracy = 1.00
test_object =   980, predicted_class =   8, true_class =   8, nn =  6441, distance =    0.70, accuracy = 1.00
test_object =   981, predicted_class =   3, true_class =   3, nn =  6971, distance =    0.76, accuracy = 1.00
test_object =   982, predicted_class =   0, true_class =   0, nn =    33, distance =    0.53, accuracy = 1.00
test_object =   983, predicted_class =   6, true_class =   6, nn =  1116, distance =    0.61, accuracy = 1.00
test_object =   984, predicted_class =   6, true_class =   6, nn =  6257, distance =    0.89, accuracy = 1.00
test_object =   985, predicted_class =   5, true_class =   5, nn =  6702, distance =    0.74, accuracy = 1.00
test_object =   986, predicted_class =   0, true_class =   0, nn =  4063, distance =    0.77, accuracy = 1.00
test_object =   987, predicted_class =   2, true_class =   2, nn =  5088, distance =    0.91, accuracy = 1.00
test_object =   988, predicted_class =   3, true_class =   3, nn =  5410, distance =    0.85, accuracy = 1.00
test_object =   989, predicted_class =   6, true_class =   6, nn =  1112, distance =    0.64, accuracy = 1.00
test_object =   990, predicted_class =   1, true_class =   1, nn =  1586, distance =    0.73, accuracy = 1.00
test_object =   991, predicted_class =   9, true_class =   9, nn =   835, distance =    0.99, accuracy = 1.00
test_object =   992, predicted_class =   0, true_class =   0, nn =  6004, distance =    0.63, accuracy = 1.00
test_object =   993, predicted_class =   6, true_class =   6, nn =  6973, distance =    0.60, accuracy = 1.00
test_object =   994, predicted_class =   5, true_class =   5, nn =  4034, distance =    0.73, accuracy = 1.00
test_object =   995, predicted_class =   5, true_class =   5, nn =  3859, distance =    0.87, accuracy = 1.00
test_object =   996, predicted_class =   3, true_class =   3, nn =  5931, distance =    0.74, accuracy = 1.00
test_object =   997, predicted_class =   4, true_class =   4, nn =  2753, distance =    1.75, accuracy = 1.00
test_object =   998, predicted_class =   1, true_class =   1, nn =  1716, distance =    0.87, accuracy = 1.00
test_object =   999, predicted_class =   4, true_class =   4, nn =  3812, distance =    0.65, accuracy = 1.00
test_object =  1000, predicted_class =   9, true_class =   9, nn =   967, distance =    1.13, accuracy = 1.00
test_object =  1001, predicted_class =   2, true_class =   2, nn =  1942, distance =    0.98, accuracy = 1.00
test_object =  1002, predicted_class =   6, true_class =   6, nn =  3750, distance =    0.86, accuracy = 1.00
test_object =  1003, predicted_class =   6, true_class =   6, nn =  6740, distance =    0.44, accuracy = 1.00
test_object =  1004, predicted_class =   3, true_class =   3, nn =  5667, distance =    0.71, accuracy = 1.00
test_object =  1005, predicted_class =   5, true_class =   5, nn =  6860, distance =    1.36, accuracy = 1.00
test_object =  1006, predicted_class =   1, true_class =   1, nn =  6636, distance =    0.52, accuracy = 1.00
test_object =  1007, predicted_class =   8, true_class =   8, nn =  6915, distance =    1.22, accuracy = 1.00
test_object =  1008, predicted_class =   0, true_class =   0, nn =  1777, distance =    0.56, accuracy = 1.00
test_object =  1009, predicted_class =   2, true_class =   2, nn =  7161, distance =    0.80, accuracy = 1.00
test_object =  1010, predicted_class =   2, true_class =   2, nn =  5688, distance =    0.48, accuracy = 1.00
test_object =  1011, predicted_class =   9, true_class =   9, nn =  3291, distance =    1.39, accuracy = 1.00
test_object =  1012, predicted_class =   9, true_class =   9, nn =  4458, distance =    0.89, accuracy = 1.00
test_object =  1013, predicted_class =   3, true_class =   3, nn =  1013, distance =    0.61, accuracy = 1.00
test_object =  1014, predicted_class =   3, true_class =   3, nn =  6170, distance =    0.61, accuracy = 1.00
test_object =  1015, predicted_class =   3, true_class =   3, nn =  4824, distance =    0.62, accuracy = 1.00
test_object =  1016, predicted_class =   0, true_class =   0, nn =  3646, distance =    0.64, accuracy = 1.00
test_object =  1017, predicted_class =   1, true_class =   1, nn =  2572, distance =    0.65, accuracy = 1.00
test_object =  1018, predicted_class =   1, true_class =   1, nn =   319, distance =    0.60, accuracy = 1.00
test_object =  1019, predicted_class =   0, true_class =   0, nn =  1332, distance =    0.51, accuracy = 1.00
test_object =  1020, predicted_class =   5, true_class =   5, nn =  2177, distance =    0.83, accuracy = 1.00
test_object =  1021, predicted_class =   0, true_class =   0, nn =  2917, distance =    0.71, accuracy = 1.00
test_object =  1022, predicted_class =   8, true_class =   8, nn =   324, distance =    1.68, accuracy = 1.00
test_object =  1023, predicted_class =   5, true_class =   5, nn =  4391, distance =    0.73, accuracy = 1.00
test_object =  1024, predicted_class =   4, true_class =   4, nn =  5991, distance =    0.82, accuracy = 1.00
test_object =  1025, predicted_class =   1, true_class =   1, nn =   174, distance =    0.60, accuracy = 1.00
test_object =  1026, predicted_class =   7, true_class =   7, nn =  2611, distance =    0.65, accuracy = 1.00
test_object =  1027, predicted_class =   5, true_class =   5, nn =  5419, distance =    0.68, accuracy = 1.00
test_object =  1028, predicted_class =   5, true_class =   5, nn =  7489, distance =    0.71, accuracy = 1.00
test_object =  1029, predicted_class =   3, true_class =   3, nn =  6243, distance =    1.00, accuracy = 1.00
test_object =  1030, predicted_class =   3, true_class =   3, nn =   290, distance =    0.92, accuracy = 1.00
test_object =  1031, predicted_class =   2, true_class =   2, nn =  3892, distance =    0.61, accuracy = 1.00
test_object =  1032, predicted_class =   6, true_class =   6, nn =  5741, distance =    1.37, accuracy = 1.00
test_object =  1033, predicted_class =   5, true_class =   5, nn =  1416, distance =    0.64, accuracy = 1.00
test_object =  1034, predicted_class =   1, true_class =   7, nn =   363, distance =    1.98, accuracy = 0.00
test_object =  1035, predicted_class =   8, true_class =   8, nn =  6723, distance =    1.02, accuracy = 1.00
test_object =  1036, predicted_class =   7, true_class =   7, nn =  1055, distance =    1.01, accuracy = 1.00
test_object =  1037, predicted_class =   2, true_class =   2, nn =  2613, distance =    0.45, accuracy = 1.00
test_object =  1038, predicted_class =   6, true_class =   6, nn =  7044, distance =    0.63, accuracy = 1.00
test_object =  1039, predicted_class =   1, true_class =   1, nn =  6690, distance =    0.54, accuracy = 1.00
test_object =  1040, predicted_class =   5, true_class =   5, nn =  3701, distance =    0.64, accuracy = 1.00
test_object =  1041, predicted_class =   0, true_class =   0, nn =  6392, distance =    0.70, accuracy = 1.00
test_object =  1042, predicted_class =   6, true_class =   6, nn =  6746, distance =    0.78, accuracy = 1.00
test_object =  1043, predicted_class =   6, true_class =   6, nn =   600, distance =    0.63, accuracy = 1.00
test_object =  1044, predicted_class =   4, true_class =   4, nn =  1570, distance =    0.77, accuracy = 1.00
test_object =  1045, predicted_class =   2, true_class =   2, nn =  2752, distance =    0.71, accuracy = 1.00
test_object =  1046, predicted_class =   2, true_class =   2, nn =   712, distance =    0.70, accuracy = 1.00
test_object =  1047, predicted_class =   3, true_class =   3, nn =  7086, distance =    0.73, accuracy = 1.00
test_object =  1048, predicted_class =   9, true_class =   9, nn =  5807, distance =    1.25, accuracy = 1.00
test_object =  1049, predicted_class =   4, true_class =   4, nn =  6935, distance =    0.60, accuracy = 1.00
test_object =  1050, predicted_class =   2, true_class =   2, nn =  4535, distance =    0.89, accuracy = 1.00
test_object =  1051, predicted_class =   9, true_class =   9, nn =  3730, distance =    1.29, accuracy = 1.00
test_object =  1052, predicted_class =   7, true_class =   7, nn =  6633, distance =    0.65, accuracy = 1.00
test_object =  1053, predicted_class =   2, true_class =   2, nn =  1223, distance =    0.75, accuracy = 1.00
test_object =  1054, predicted_class =   0, true_class =   0, nn =  1705, distance =    0.71, accuracy = 1.00
test_object =  1055, predicted_class =   2, true_class =   2, nn =  3189, distance =    0.50, accuracy = 1.00
test_object =  1056, predicted_class =   1, true_class =   1, nn =   963, distance =    1.02, accuracy = 1.00
test_object =  1057, predicted_class =   4, true_class =   4, nn =  6442, distance =    1.09, accuracy = 1.00
test_object =  1058, predicted_class =   5, true_class =   5, nn =  4320, distance =    0.53, accuracy = 1.00
test_object =  1059, predicted_class =   5, true_class =   5, nn =  3394, distance =    0.79, accuracy = 1.00
test_object =  1060, predicted_class =   3, true_class =   3, nn =  2165, distance =    0.81, accuracy = 1.00
test_object =  1061, predicted_class =   7, true_class =   7, nn =  7293, distance =    0.48, accuracy = 1.00
test_object =  1062, predicted_class =   3, true_class =   3, nn =  3548, distance =    0.66, accuracy = 1.00
test_object =  1063, predicted_class =   0, true_class =   0, nn =  2346, distance =    0.53, accuracy = 1.00
test_object =  1064, predicted_class =   4, true_class =   4, nn =  1817, distance =    0.98, accuracy = 1.00
test_object =  1065, predicted_class =   0, true_class =   0, nn =  1723, distance =    0.58, accuracy = 1.00
test_object =  1066, predicted_class =   0, true_class =   0, nn =  4564, distance =    0.78, accuracy = 1.00
test_object =  1067, predicted_class =   3, true_class =   3, nn =  3627, distance =    0.76, accuracy = 1.00
test_object =  1068, predicted_class =   4, true_class =   4, nn =  5186, distance =    0.78, accuracy = 1.00
test_object =  1069, predicted_class =   8, true_class =   8, nn =  6497, distance =    1.40, accuracy = 1.00
test_object =  1070, predicted_class =   7, true_class =   7, nn =  3209, distance =    0.60, accuracy = 1.00
test_object =  1071, predicted_class =   1, true_class =   1, nn =  6863, distance =    1.64, accuracy = 1.00
test_object =  1072, predicted_class =   0, true_class =   0, nn =  4063, distance =    0.92, accuracy = 1.00
test_object =  1073, predicted_class =   0, true_class =   0, nn =  3902, distance =    0.65, accuracy = 1.00
test_object =  1074, predicted_class =   9, true_class =   9, nn =  3730, distance =    1.71, accuracy = 1.00
test_object =  1075, predicted_class =   8, true_class =   8, nn =   507, distance =    0.77, accuracy = 1.00
test_object =  1076, predicted_class =   9, true_class =   9, nn =  5916, distance =    0.88, accuracy = 1.00
